ids	textes	classes
101560	Image:Chitungwiza Coat of Arms.jpg listed for deletion  An image or media file that you uploaded or altered, Image:Chitungwiza Coat of Arms.jpg, has been listed at Wikipedia:Images and media for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted.	0
156362	Diego Sanchez Please stop adding the unnoficial fight of the night bonus for the Diego Sanchez x Karo Parisyan bout. Thanks.	0
99665	quite all right your cause is noble	0
154471	Thanks. I'm really in a hurry, next 2-3 days. But I will come.	0
117201	"""  David Kane is the CEO of Kane Capital Management, a far cry from a serious university researcher. This is hardly the kind of person who does serious scientific research that get published in the Lancet. On ther other hand, a CEO is precisely the kind of person to have vested interests in the Iraq war. Further, what Kane has submitted is not even a """"study"""". It is merely a comment, i.e. a minor issue. Also, """"submitted"""" does not necessarily mean """"accepted"""". Given Lancet's high standards, only a small fraction of submissions get accepted for publication. Even if this minor comment were to get published, the original authors of the Lancet casualty study can always clarify the soundness of their methodology.   """	0
126445	""" |decline=Response In http://en.wikipedia.org/wiki/Wikipedia:Biographies_of_living_persons it says """"Information found in self-published books, newspapers, or websites/blogs should never be used, unless written by the subject (see below)."""" What was being cited was a newspaper. It says plainly in the policy that that is not sufficient. I didn't remove the claim that he was an """"anarchist."""" I was merely adding """"self-described"""" in front of it since there was no reliable sources. Maybe there is some policy that I'm not seeing but if so I'm merely mistaken. No one has shown me any policy to the contrary though. The response was just to block me for life. It doesn't make sense that I would be blocked for life without any kind of due process by a single operator over a dispute about sourcing. If anyone is given the benefit of the doubt it should be me for insisting that information be properly sourced. How can Wikipedia be considered anything serious if people can be blocked like this for requesting sources? What kind of joke is Wikipedia?     """	0
139380	""" I think that saying that nobody has a problem with VK except John is hyperbole. I had (and continue to have) a problem with VK seeming not to be able to take advice or rational guidance from other Wikipedians and being offensive when he """"reasons"""" his point of view. Sorry for butting in but I have to call it like it is. What's the point of being on probation if the probationer is unwilling to learn from past mistakes of behaviour?...(kiwiexile at DMOZ)  • """	0
91618	"""  Ok. I will go ahead and add the following line to the Religion section """"There was a fairly popular atheist movement in the 1940s that has lost support since."""""""	0
134367	The entire text in the section was inacceptably copied (verbatim!) from http://www.hindu.com/nic/geo.htm. I reinstated the short version and linked the Hindu.com article as an additional reference. |trottel |humor me	0
134545	"""  Yes, reverted, and back to the prior version which did not make the incorrect categorization of the term as only referring to the sport, in violation of WP:COMMON NAME. The entire point of having an article is to get out of the WP:DABCONCEPT problem arising from multiple articles about the picking up of heavy things.  T """	0
68194	Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.  '''''''''' (Contact)	0
23108	"""   User:23 editor seems accustomed, like here, only to issuing silly threats and conceited patriarchal condescension, which s/he uses to dismiss as reliable  on the topic of extremely virulent homophobia, and indeed by a prime minister of a country (to wit: at a  par with Zimbabwe, only an EU candidate country) nonetheless  statements made by the Gay Straight Alliance (one of the co-organisers of the Pride Parade), seemingly with the intent of making it appear as if the GSA could possibly be unreliable on the very issue of that very Pride Parade or on the issue of the prime minister's unacceptable discourse about LGBTs and the parade.    I do not understand how could possibly someone... anyone  not with a brain but with a head  claim that the GSA, the co-organiser of the event cancelled by the homophobe prime minister (who calls gays """"abnormal"""" and his own fellow party memmber who supports LGBT people """"a person with a darkened mind because of exposure to pro-LGBT radiation in Brussels""""), are an unreliable source on this?"""	0
81504	"""  \o/ Beer! Wait...I participated? ^_^ ''''''ergy """	0
41708	Can any tell or show me where active debate about the article is held as Georgewillamherbert mentioned?Darko	0
155142	Options when running out of gas.  You have two. One is to pick the spot where you want to land, the other is to let Sir Isaac Newton pick it for you.	0
111666	"""   Only in Wikipepedia   Only here will you find the types of administrators who will allow questions and comments to be posted but block a user from answering them. Yep, Bbb23 or as we like to call you, Babbybraboy23, thats's pointed at you. Of course as administrators go your about average, and being average around here is nothing to talk about! Like you really think you can block me! What a friggin joke homie, you don't have half the brains at this as I do. Hey Bbb 4 brains, you messed with my parents and my friends too and now we're going to mess with you and your little boyfriend Ducksucker2000.  And for our favorite Pin Head , Ah huh you Dipstick20000 Didja know over achieving and butt kissing all over this just is a way to make up for you lack else where? Try the real world, Dawnsucked2000  because your time on here is limited. Hey Bbb butt head, try it too.  Keep looking back because you can't block everyone and at any time 1-1000 are just waiting to have their fun. You chould have talked to my parents, but no just act like they know every little thing about the rules here and treat them like old hands here. You needed to show your power here so you messed with them and even when I sent you a note, you extended the blocked on my dad's account for supposed Block EvasionDon't you read?? It was from me!. The more I and my friends see, it's you and your types, that will keep Wikipedia the 2nd rate, online, circle jerking, half true/half BS, so called """"encyclopedia"""" that it has been, is today and will always be. Real editors don't fight over this silly poop, nonconstructive editing, better all it means is I want my name there and lets not forget to add all those GAs and FAs that you've worked on right on your User page. This isn't Facebook, if that's your thing Dicksticker2000 you two go there!"""	0
148478	Fair Use Image Aplogies to the Total War franchise (even though, having had over a £100 from me, they owe me an image or two).  I wasn't aware of the rules until you gave me a heads up. I was tempted to use one of the images from Wikimedia to replace it, but, to be honest, I'm not that fond of user pages that are more about the user than how they will work within Wikipedia.  I'd already removed most of the bio/fan material already.  So, no worries.	0
107624	Speaking as someone who does come from the design industry (both web and deadtree, the former for 16 years, the latter for 20) I can assure you that the single element that is most responsible for readability is white space. Rarely, if ever, does readability increase when white space is reduced. The fact that you want to conserve pixels is irrelevant. The eye can keep track of two columns far better than three because you are decreasing the white space and simultaneously increasing visual 'noise'. My recommendation is to leave it at two and allow the reader to continue to scroll down should they wish to read them in their entirety.	0
77740	!  Watch for further updates!	0
86704	MOS:IDENTITY is being revisited: How should Wikipedia refer to transgender individuals before and after their transition?   You are being contacted because you contributed to a recent discussion of MOS:IDENTITY that closed with the recommendation that Wikipedia's policy on transgender individuals be revisited.  Two threads have been opened at the Village Pump:Policy.  The first addresses how the Manual of Style should instruct editors to refer to transgender people in articles about themselves (which name, which pronoun, etc.). The second addresses how to instruct editors to refer to transgender people when they are mentioned in passing in other articles.  Your participation is welcome.	0
81108	"""  Is this article going to FAC? ''''  (cricket calendar poll!'') """	0
125552	Thank you so much for the sandbox warning  Here's a present as a token of my appreciation.  http://www.youtube.com/watch?v=6PaHcZUHI00	0
43157	Links to the user_talk should probably be updated, and it goes without saying that that is a user subpage so you have every right to move it back if you want to ✰	0
107874	I've done nothing wrong, I commented that he wasn't fairly editing. That is about his actions, not him. Now again, please stop and reply here. We are adults here, I trust we all will continue to act that way to prevent further problems. Good day!	0
6316	"""   Lock Down   I don't know about the """"Bulgarian BULLSHIT season"""", but don't be fooled from where exactly i connect. If i see you editing, or someone else you send, the DDA40X article one more time, you will spend the next few years in prison. I will arrange you a meeting with certain people for suspicions of terrorism. Yes. I can do that. A terror suspect nowadays, you can kiss your young life goodbye. If you file complaints and i'm banned, you and your naked ass will have the whole time in the world, in the cell block, to think what went wrong. 87.252.167.254  """	0
64437	Other Species Do we have any information on the other species of Elasmotherium?	0
32575	(UTC)  It comes from the seventh layer of hell and thats where it should stay, gross!  18:19, 9 September 2006	0
112822	"""  = Buzzer Beaters   This text has been edited, and I think last edit by lonelybeacon put in """"This type of question is written specifically to test quick recall skills of players, and does not discriminate the different levels of knowledge that the players possess, as pyramid-style questions do. As such, these questions are frowned upon by players with a deeper knowledge base because they lose their advantage.""""    The last sentence is my concern because its not cited, and seems to be the type of statements getting everyone up in arms.  An alternate way to write this could be """"Eggheaded kids with slow reflexes usually perform poorly at these types of questions, while experienced strategic players may dominate and even overcome an opponent's superior knowledge in a subject.""""  My suggestion is that these kinds of opinion statements need to go unless we have sources to cite to because of the apparent controversy they cause.   """	0
82923	AM I NOT BLOCKED ANYMORE   Hello wikipedia english, im back	0
68487	Or maybe they were testing them.	0
63673	Image addition   It would seem that a user has disputed the addition of images. Request viewers of the page to pls ad their comments.	0
42335	"""   Influences   I've added Ernest Hemingway as an influence in the info box. This can be sourced to the introductory essay to the Modern Library edition of Blood Meridian. The essay, written by Harold Bloom, says that McCarthy disproved the until-then widely-held belief that a writer could be influenced """"either by Faulkner or by Hemingway, but not by both."""" Also, in regards to the inclusion of Dostoevsky as an influence, I don't disagree, but I'm wondering if there is a source as I've never read anything to that effect before.  """	0
130532	Wikipedia:Notability clearly lists the criteria for article notability. Once a CMS has its own article, it can appear on this list - WP:WTAF. The page gets locked because people ignore the criteria. The policy is simple and clear. Trying to create separate criteria, as per cmsguy123's comment below, is not simple or clear.	0
89228	"""   Addition of information   I thought I would bring this up on the discussion page since there has been more than one revert. this addition to the article is something I feel to be problematic. While it may be titillating to an adolescent male (or rather anyone, including myself) it is not what one would typically see in a serious biographical entry. It would also need reliable sources, as we shouldn't have a single fact in a biography, or any article really, that is not backed by an accountable source. Several actors have been involved in nudity and simulated sex scenes, so this does not seem to be notable, nor is it which sources deem to make this particular actor to be noteworthy.  talk """	0
24127	"""  Thanks for the warning. the difference between the above and apersonal attack is that the above can be demonstrated factually via formal logic. I don't know who you think you are pushing around, but you started the attacks on MY page, against me, by intimating that i was ignorant.  The fact is, you are ignorant, and the further fact is, your ignorant attack against me is so ignorant, that it constitutes proof that you shouldn't be voting. You aren't actually reading the sources and references provided. So start reading the sources and the references provided, and get back to me. Don't threaten me, don't tell me what to do, and DON'T think you can turn anything i say into a logical argument that i am making """"personal attacks."""""""	0
155936	Answers: His name is Xigbar as the Ultimania ALPHA states and his original name was Braig.	0
121723	No worries, I used  as a source for the synonym, but it might be wrong. Cheers!	0
42974	Clearly you do, as you continuously change my talk page, why don't you worry about other things rather than my talk page?	0
20009	, unless she was clueless, or trying to put someone down	0
138206	I'll get it done by the start of the 25th. That's a yes? '''''' | rant-line	0
119074	I agree, but the war was started in 1911 when Italians invaded Lybia. From this war, start the First Balkan War, with the end of this, started the Second Balkan War, and with the end of this, the WWI. The WWI caused the WWII. Actually nobody can say that Hitler started the WWII as with occopation of Belarus and Ukraine by URSS, Germany was affraid that URSS would invade Poland. So Germany invade Poland first.	0
99073	Thank you, you are right, it was indeed a bit long for this article ;-).  23:18, 22 Dec 2004 (UTC)	0
66165	...Aaand he's been reported for Personal attacks.	0
95257	You are really avoiding the topic.	0
99056	"""  After seeing your photos, I second this award. You deserve it. cheers  | My Talk  """	0
10844	Home Timber and Hardware   What now Bidgee? Do you even know anything that goes on in the retail hardware industry? Or in the state of Victoria? Not everything that happens gets published on the internet, or even in a newspaper.	0
9749	Your  Application  Thank you for your interest in VandalProof, Syberwolff. As you may know, VP is a very powerful program, and in fact the just released  has even more power. Because of this we must uphold strict protocols before approving a new applicant. Regretfully, I have chosen to decline your application at this time. Please note it is nothing personal by any means, and we certainly welcome you to apply again soon. Thank again for your interest in VandalProof. βcommand	0
71321	Forgive my cruddy formattingI'm still relatively new at this.	0
157114	"""  I like your different section headings, but there are a few grammatical errors. There should be a comma after Dolan in the introduction paragraph. Perhaps you could add a picture of the theatre. In the early years section after """"$3 million"""" the with of """"with Dolan"""" should be lower case. I can see you are not done writing or editing your topic. Make sure that you include internal citations!     """	0
73031	Levels vs. Profiles definitions in table?   There's a table with 3 supposed levels definitions... Aren't levels supposed to restrict and group parameters like max bit rate, max macroblocks per sec etc.? I thought profiles would be the word of choice in this case being groups of supplied features! See http://en.wikipedia.org/wiki/H.264#Profiles	0
56804	It's not clear to me and it's evidently not clear to whoever reverted you, so it would seem that it's not clear.  Here's how you can see that it's original research: Suppose I replaced it with a picture of some random guy that you didn't think looked Nordic.  I don't know, like Mickey Mouse or something.  Then I said it was obvious to me that Mickey Mouse looked Nordic and I wasn't taking the picture out.  Then what?  You demand a reliable source that says Mickey Mouse looks Nordic and that the Nazis considered him to look Nordic and therefore considered Mickey Mouse to be an example of their highest racial phenotype.  How else would we settle the issue?  I'm surprised that you don't see that, whether the guy looks Nordic or not, it's original research to claim that he looks Nordic without a source, since its based on subjective criteria.  Are you claiming that there are actual objective criteria for who looks Nordic?—  (talk)	0
138619	Heleen Mees (born Heleen Nijkamp, 1968, Hengelo)[1] is a Dutch opinion writer, economist and lawyer. She has been credited as being a third wave feminist.[3]  Contents  [hide]  TABTAB1 Biography TABTAB2 Publications TABTAB3 References TABTAB4 External links  Biography Mees graduated in Economy and Law at University of Groningen. From 1992 to 1998, Mees worked for the Dutch Treasury in The Hague. From 1998 to 2000 Mees worked as a national expert for the European Commission in Brussels.[5] In 2000 she emigrated to the USA, where she changed her surname to Mees.[6] Mees lives in Brooklyn, New York.[2]  Mees' breakthrough as an opinion writer in the Netherlands came in 2006 when she wrote The time is long overdue that women should go to work.[8] That same year, she co-founded Women on Top, an organization that until 2011 advocated more women in top jobs.[9]   From 2006 to 2010 Mees wrote a bi-weekly column in NRC Handelsblad, and from 2012 to 2013 for Het Financieele Dagblad. Her work has been published in the Financial Times, Foreign Policy and other international newspapers. Currently she is a columnist for Project Syndicate[11] and the German magazine Capital. Mees is the author of three books.   In August 2012, Mees completed a doctoral thesis at the Erasmus School of Economics, focusing on the effect of China's economy on the emergence of the 2008 global financial crisis.[13] While completing her research, she worked as an Adjunct Assistant Professor at Tilburg University.[14] From September 2012 until July 2013, Mees was employed as an Adjunct Associate Professor of Public Administration at New York University's Robert F. Wagner Graduate School of Public Service.[15]  In July 2013, Mees was arrested in New York on charges of stalking her former lover, the chief economist of Citigroup, Willem Buiter.[16] In March 2014, the court decided that the case against Mees was to be dismissed in one year provided that she complies with two conditions.[17]	0
7258	Edit request from 174.3.185.61, 28 June 2010   Man umad now?   174.3.185.61	0
113898	Hello ! No, this is yet another case where Karl Hopf hypothesized multiple people of the same name. Modern historiography considers that there was a single Matthew Orsini, the father of Richard. In these issues, better follow either the French or the English Wikipedias, the articles and the sources they use are more up-to-date.    ✍	0
36378	"""   Jesus's name   Hi, I appreciate all your questions and wish to understand the matter.  If you really want to know why the article, for most of its life, has not included anything about Jesus' """"Hebrew name"""" or """"Aramaic"""" name in the lead, I encourage you to look at the talk page archives, as we had at least two lengthy discussions when, two times in the past, someone proposed this (what bothers me about the current situation is, someone changed the long-standing consensus version without any such discussion).  Did you know that many Pharisees who lived around the time of Jesus had Greek names or Greek derived names (Greek names spelled out in Hebrew letters)? Tarfon, Antigonus, Abtalion ... These are actually names of Rabbis recorded in the Mishnah, who probably spoke Aramaic on a daily basis, and Hebrew in their studies (the Mishnah is written in Hebrew) - yet they had Greek or """"Hellenized"""" names.  Alexander was a popular name at this time. This of course does not mean that Jesus was given a Greek name rather than a Hebrew name, or a """"Hellenized"""" Hebrew name, when he was born. We have no idea. It probably is not likely, but we have no idea. This is not """"my"""" point, but one brought up by many editors who have made major contributions to the Jesus article.   I think it is pretty standard practice throughout Wikipedia that, when an article wishes to address a complex issues - perhaps because it is controversial, or there are many diverse views, or it is speculative, or for whatever reason, requires time to explain to readers why there is no certainty, why it is not a """"fact"""" - we do not shy away from such topics but rather address them in the body of the article but not in the lede.  For very obvious reasons, we do not mention in the lede everything that is in the body.  I don't object to including speculation in the article, but until someone added this stuff sometime in the past month, there was a consensus among all the editors who had made major contributions to the article not to put this speculation in the lead.     |  Talk """	0
143120	User:Chemist3456   On User talk:Chemist3456 I noticed you blocked him, can you contact a checkuser to get his identity? Thanks! Talk to me?	0
25217	"""  ____Interesting discussions here although we all have to admin that their is lack of sources most of the sources we have are non-english. If anybody want indian I sure can provide hindi sources which all of confirms the ghuri kingdom to be Pathans. Because they were major player in history of india. I think most of their era was spend in India, I remember Karturaghti's mentioning that Ghurids were not Farsi and that their offspring hated Farsi as well and did not wanted to be spoken in their courts. With all respect to Iranian dominated wikipedian but we have to admit that Pashtuns or Afghans are really disrespected in this matter specially in their So called true and first pashtun dynasty. Many of our sources point out that Pathans were the owners of Ghurid kingdom and in fact if someone looks at the word Pathan they will see the picture clearly of how it came to be noticed by indians as first muslim """"invaders"""".  Also talk The Iranica's is too vague if Šansabānī family were persian Sassanian/middle persian and it comes the word from the name """" Wišnasp"""" and who was  Wišnasp, what or who was  Wišnasp? Iranians and indians always exchange names such as Iraj should we claim Iraj to be an indian just because its an indian name drived Raj?  Wišnasp does help in anything only one guy Justi, Namenbuch, in  282 mentions about Wišnasp with less than 10 word and not even details. So we believe in that just because Iranica says so? I personally don't see any logical trace between.  I remember reading this even back in india how come muzzafudin said when Arabs came we were not aware of Arabs or Islam our forefathers accepted Islam and blessed by khlifa Ali?  The Shansbani might of knew about their root and if they were persian or any ruling dynasty related to persia they would take pride and condamn the Arabs like the parsis of india. One sure thing I know that suri by their own word were the first muslims of Afghanistan and considered themselves anti-persian. Because the fella called Farsiwan seems to pull out something which I researched. Correct me if I am wrong why did Suri mention in shahnameh killed the last king of Persia and helped spread Islam? Why did khawarzm who won hearts and minds of persian yat hated by sunni population and the hardcore sunni ghurids, who were pan-abbasids?.  The most important concept here is that Ghurid were Afghan and perhaps pure and since pashtuns claim it as own nothing wrong with that. Because every pashtun tribe or dynasty one way or other did not give up persian and it was always in their courts. Because of their nature being natives of Khorasan as many iranian intellectuals agree came modern Persian language so what is the problem?  68.171.231.17  """	0
43759	Lets use translation from from Ukrainian language, and it is KRYVYI RIH! 24.0.177.155	0
150882	"""  I'll take your word for it. Seems strange he would want to try to fill in details one moment and vandalise something else out of personal preference -but the world is made up of strnage poeple!!! Thanks a bunch anyway for reverting any bad edits and correcting. Hey Have you thought any more about helping the Tamil list -its in pretty bad shape -I've been preoccupied with the American film list. All the best   """"Expecting you?"""" Contribs """	0
46343	Stuff this is ProSpace.  I am trying to help SpaceX.  I think the 3 of us share the same goal (success for SpaceX).  Can't we work together to help SpaceX?	0
22748	Cleanup Reply   It looks better than what was previously described, but it still is very light on source material (only one source for the article.) Additionally the article could use some fact-based expansion of the material to read more like an encyclopedic entry. To me it seems to be a series of poorly documented bullet statements at the beginning and also needs little corrections such as stating a person's full name before referring to them by title and surname only.  137.3.122.49	0
65325	Please contribute to Transnistria#Propaganda_and_disinformation. Let`s add all those links to The Economist, Ziua, whois searches, etc.	0
2980	You do not know that we have two different categories, 7th octave and whistle register? YOU CREATED THEM. See Minnie Ripperton for an artist with links to both cats.	0
111684	Accidental Autoblock	0
48169	Where does Eagle Forum support Dominionism? For this to be useful, it should have some quote from Eagle Forum or from a reliable source that documents Eagle Forum support for Dominionism. But none of the references actually says that Eagle Forum has any Dominionist views. None of them is an objective source. And none of them actually criticizes some Eagle Forum view.  TheocracyWatch quotes Glenn Scherer saying that Eagle Forum has rated some US Senators differently from environmentalist groups. Mother Jones said that Eagle Forum has supported a Republican group, and some of those Republicans had once supported Pat Robertson. That is very far removed from Eagle Forum supporting Dominionism. If Eagle Forum says that environmentalism is contrary to the Bible, or if Eagle Forum supported Pat Robertson for president, then those things might be notable and criticism of those views might be notable. But I cannot find anything like that in any of the references. Unless someone finds some better references, the paragraph should be removed.	0
143797	Thank you. Is the wing used on this machine comparable to the Davis wing of the B-24?	0
122073	What do you mean it has nothing to do with this episode?.The frist trivia in the article is about another unrealted episode that was similiar to this one, and I was talkiing about another similiar episode that also used the 24 theme and had kiefer sutherland on the episode, so at the least it should mention how he was on the simpsons on another episode.	0
26532	Oh, okay you just edited out the whole thing instead of just putting the blacks and latinos thing (which i think is controversial in there.) Okay, we'll do it your way putting race involced, lol, always with the race with this HIV stuff. When did the Circumcision article become an HIV article? We'll quote two sources. 70.114.38.167	0
156933	As for Elvis's identification with the Jews, I have provided several reliable sources.	0
131919	Looks like you've logged out: you can't edit a semi-protected page unless you log in first. I'll let NawlinWiki  know that you're trying to discuss this.	0
21393	I think it's a bit much to describe my edit as disruptive (to whom? in what way?) - though my care factor on this one is pretty blah.... I noticed your request for a sydney pic though - unfortuantely I'm not down in Mascot very often, but should I find myself that way, I'll try and get you your shot -) hope you're good... best,	0
82186	"""  There is no expiration date on scientific data.  If you can find better studies, then that's great.  Unless you're talking about epidemiology work (e.g., how many people in which countries have this disease), then the age of the study is really quite unimportant.  Duesberg's 1988 """"I think AIDS is caused by poppers"""" paper has significant historical interest, even if it was written before many WP readers were born.   """	0
58493	"""   ===New Schedule===   I removed the following section because it appears to be pure speculation.  With the return of Andrew Wilson to Sky Centre, it is rumoured that a new schedule will be devised, taking effect around mi-August when it's expected that several staff including Lorna Dunkley (weekend presenter) will go off on maternity leave.  06.00 - Sunrise with Eamonn Holmes  09.00 - Sky News Today with Martin Stanford and Julie Etchingham  12.00 - Lunchtime Live with Kay Burley  14.00 - TBA with Andrew Wilson and Anna Jones  17.00 - Live at 5 with Jeremy Thompson and Anna Botting  20.00 - TBA with Adam Boulton  21.00 - Sky News Tonight with Colin Brazier and TBA  00.00 - Sky News with Lukwesa Burak ~TalkContribs -   Scheudles ARE NOT ALLOWED, please see WP:NOT  (talk) """	0
45444	"""  Just Added The Above While you're blocked. And once again, you're welcome.(awaiting impending """"desist personal attack"""" comment.)  """	0
95545	Be warned. Retribution is ongoing and the editors are serious about getting those who disagree with the POV pushing agenda banned in open retribution for the complaint by any means possible. I've seen this before with other victims. I would have advised not to waste time going up against career editors but you kind of got entrapped so I weighed in as I have little to lose. Which is why many experts have lost interest in editing here. Expertise means nothing.	0
28482	""" If you are going to write an article about """"heathen hofs"""", or temples in Germanic neopaganism, at least have the basic circumspection to look at your own sources and don't cite Ásatrúarfélagið as trying to build a """"hof"""" when the source clearly states they want to build a """"temple"""". If, however,  you find a source that says, for example, Borgarráð Reykjavíkurborgar samþykkti að úthluta  Ásatrúarfélaginu lóð undir hof í  Leynimýri á fundi sínum á fimmtudaginn.  You will find it uses the term hof because it is using the Icelandic language throughout. And hof happens to be the word for """"shrine"""" or """"temple"""" in Icelandic, and the Icelandinc newspaper would use hof even if it was about a Hindu shrine."""	0
6042	I have changed Lou's block duration to indefinite due to his total lack of productive edits. He's done nothing but disrupt this article. —aco	0
25851	I disagree. I've met Bob Feller and was a great guy. He didn't charge anyone for his autograph and enjoyed talking baseball with everyone at the park. I think he's just sad to see some of the less positive things that have happened in baseball over the years. I also don't like your attacks on his heroic service in WWII. Have you ever done anything to cause anyone to respect you?!	0
37876	Martin Heidegger's Photo   That bust/sculpture is the best photo you could find of the man?? That thing looks decrepit and gross!	0
136691	""" Please include points in GA review Talk:Independence Day (India), editors will fix those!  ✉  """	0
93441	Don't Don't come on and cowardly hide behind a fake account and revert a perfectly good edit.	0
18769	Adding details about activities and locations is not pov, especially when it was sourced from their website. The information was removed from there website so that it could not be used as a reference for this article. Adding a see also list is not pov either.	0
114432	"""  As Farsight has pointed out, article talkpages are only used to discuss specific imrovements to the article. The comments made here were a personal rant unrelated to article improvement. As such, I am archiving this section of the discussion and placing it under a """"hat"""". Any further contributions to this page should relate to specific points of the article that need improvement. Thank you,  Tropics """	0
94030	"""   Re: First 48.   I can't add the source. I've try adding several different sites, as this is a major news story and multiple sources exist, but for some reason it won't let me add it when I go to save.. it says """"Please Remove Source"""" or something. Anyways I tried sending you a message and it seems it didn't go through here is the source"""	0
118388	Yes, but the source in question is not be used as a supplementary source to a primary source.	0
32844	already gave u an example. simple example that the article is a total lie: Federer has never won simultaneously on clay grass and hard. still that point is as a record in the article, there are so many others like it. the only time fed ever won clay was on 2009 when he lost the US open. so it was not simultaneous! this article is a fan puffery. not that much of wiki is not.. idiotic waste of time!108.78.177.132	0
16018	Angell Center picture   That picture is pretty interesting. I'm a current student and this is a picture of the reverse angle taken from the walkway between Yokum and Feinberg:   I think I might upload it as Creative Commons and add it to the State University of New York at Plattsburgh page.	0
17526	Aren't you employed by the Unification Church? 76.105.223.232	0
71592	Rash  Yeah it was a bit Our Kid, but it was also a combination of fatigue and Scotch, I've bin really pushing to get fit again, and I hadn't had a drink for a couple of months so I may have bin a bit under the affluence of incahol a bit as well! Take care Joe,	0
38350	Reversion of PFS Conference   Since JDWOLFF is being a Wikipedia Nazi I have moved discussion to the talk page.  In my opinion, the information I have included is very germane and significant.  It demonstrates not only that medical practitioners are taking Post-Finasteride Syndrome seriously but also informs to those who may be suffering from negative persistent side effects from Propecia and Proscar that there are current ongoing studies.  While it may not be apparent on this Wikipedia article because JDWOLFF is very aggressive to remove comments he doesn't like, there is an ongoing controversy relating to the side effects of taking Propecia.  Many men have disregarded the claims since a handful of doctors remain ignorant to the potential risks of the drug and have been misinforming their patients only to lead additional patients to suffer what seems to be permanent side effects.  Please state your case as to why the information about the conference should not be included or else I would put it back up.  Additionally, I do not believe that JDWOLFF's edits were in 'good faith' was was suggested in the edit page.  His excessively hostile tone in commenting on his edits shows he is bringing more emotion than rational thought to the discussion.	0
33564	User:Cruzmary   Hi I marked this article for a speedy delete. I saw where you switched to userfy. How do I know when to do which. Thanks	0
40731	Moved here from Hurwitz's theorem	0
105718	, 8 January 2009 (UTC) Ah, somebody else added the image into the infobox just as I added it to the talk page item here, so I've removed it to save space.    | (Talk)   (Contribs) 10:16	0
157575	Reply: Vandalism   Ok.	0
2141	No problem.  I didn't even recognize the misspelling myself.  All you have to do is copy the content you're interested in from one article and add it the correct article.  Then redirect the misspelled one (see Wikipedia:Redirect).  Alternately, to delete an article in which you are the sole editor add  (see Wikipedia:Speedy deletion) to it and an administrator will delete it.   (Edgar181)	0
55079	Deletion of Finbar Prunty  Your logic for nominating Finbar Prunty for deletion is immature. Look at Monaghan United players, they all have articles. Finbar also requires one. I noticed you probably did this because I nominated many of your articles for deletion today. If your articles were relevant, they wouldn't have been nominated. Please be professional and at least rational in your conduct. And why did you remove my smile towards you?	0
65804	"""  Personal attacks (as noted by that user above) are not above. Removing trolling is not vandalism, do not characterize it as such. I removed your comments on my talk page, I do not want you further on there. Do not revert my removal. You're rapidly wearing down my patience. Keep it up again and you will be blocked. If you want to reply to this, do it here, NOT on my talk page.  SWATJester Denny Crane.   So, you have threatened to block me on the basis that """"you're rapidly wearing down my patience."""" I would ask you, yet again, to reply in a civil manner, you persist with breaching WP:CIVIL. Since when does your lack of patience (or civility) become a reason to abuse your """"blocking"""" power? (And btw, I don't want YOU on MY talkpage, OK?) I asked the question here, please answer it here. I will also remind you that I will not be intimidated by threats (surely another breach of Administrator ethics). ( )"""	0
55743	The homeopathic view , the naturopathic view , the nutritional medicine view . They don't deny measles is infectious, but I'd like an explanation as to why you deny people those viewpoints on Wiki?	0
44572	I took a stab at improving it, but don't know for sure if it's any better now, since I come from a programming background as well.	0
61054	Hmm, I still don't see why you like to delete things instead of help improve them. Not everything I said about NU Metal was opinion based. Next time, instead of reversing edits and deleting contributions by people, maybe you should contribute as well. That's how everything great ever came into existance. 75.139.103.133	0
36302	""", 9 December 2015 (UTC)  Yes, see: Central Park Media  (bark • sniff) 20:23"""	0
75083	Mate, all these articles you are trying to delete are needed on Wikipedia. The mayor and the city manager are very important, so the information regarding them also is. Agreed?	0
83430	Well, you can't expect much from a revisionist, let alone how to spell ! ;-D -	0
